productid,Name,ProductPrice,ProductStyle,Fabric,Brand,FabricType,Silhouette,Season,Pattern,WashCase,ColorGroup,TotalSales,FirstMonthSale,SecondMonthSale,ThirdMonthSale
CL0091254,Asymmetric seam floral print georgette blouse,42.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Violet,2,1,1,0
CL0091575,Ruffle floral print georgette tiered dress,74.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,Spring Summer,Floral,MACHINE WASH,Green,14,8,1,5
CL0092418,Ruffle floral print georgette peplum shirt,74.95,Top,Georgette,Zapelle,WOVEN,,,,MACHINE WASH,Blue,16,1,7,8
CL0092425,Ruffle floral print georgette shirt,49.95,Top,Georgette,Zapelle,WOVEN,,,,MACHINE WASH,Blue,4,0,1,3
CL0093000,Ruffle floral print georgette drawstring dress,74.95,Top,Georgette,Zapelle,WOVEN,,Spring Summer,Floral,MACHINE WASH,White,6,1,2,3
CL0093081,Drawstring waist abstract print georgette long dus,89.95,Jacket,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Red,10,1,6,3
CL0093039,Pintuck pleat bib-front floral print georgette shi,46.95,Top,Georgette,Zapelle,WOVEN,,Spring Summer,,MACHINE WASH,White,3,0,1,2
CL0093855,Ruched animal print georgette blouse,42.95,Top,Georgette,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Brown,12,8,2,2
CL0094145,Cutout waist floral paisley print georgette dress,59.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,3,0,3,0
CL0094229,Floral scarf print georgette palazzo jumpsuit,76.95,Jumpsuit,Georgette,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Green,36,12,15,9
CL0094398,Crossed neckline floral print georgette blouse,44.95,Top,Georgette,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Blue,9,3,4,2
CL0094418,Pintuck pleat floral print georgette shirtdress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,Fall Winter,,MACHINE WASH,Red,7,3,3,1
CL0094441,Pintuck pleat floral print georgette top,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Pink,42,19,10,13
CL0094427,Pintuck pleat floral print georgette shirtdress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,Fall Winter,,MACHINE WASH,Black,3,1,1,1
CL0094422,Pintuck pleat floral print georgette top,39.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Red,68,28,28,12
CL0094566,Floral print georgette ruffle flounce dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,Fall Winter,Floral,MACHINE WASH,Pink,22,2,11,9
CL0094565,Floral print sheer georgette shirt,74.95,Top,Georgette,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Black,21,4,1,16
CL0094859,Abstract print georgette pleated dress,67.95,Dress,Georgette,Zapelle,WOVEN,A-Line,Fall Winter,Graphic,MACHINE WASH,Black,12,4,5,3
CL0094595,Ombre print georgette elastic waist peplum blouse,74.95,Top,Georgette,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Black,5,1,2,2
CL0094873,Tie neck butterfly print georgette shirt,49.95,Top,Georgette,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Violet,7,4,2,1
CL0094844,Keyhole front abstract print georgette tunic,39.95,Top,Georgette,Zapelle,WOVEN,,,,MACHINE WASH,Multi-colored,1,1,0,0
CL0094791,Abstract print georgette high-low shirtdress,89.95,Dress,Georgette,Zapelle,WOVEN,,,,MACHINE WASH,Blue,7,6,0,1
CL0095004,Paisley print georgette smocked dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Blue,14,4,5,5
CL0095023,Butterfly print georgette ruffle tier dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Purple,10,6,2,2
CL0095031,Paisley print georgette smocked dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,Fall Winter,,MACHINE WASH,Brown,12,6,3,3
CL0095060,Ruffle frill paisley print georgette top,74.95,Top,Georgette,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Green,10,5,3,2
CL0095136,Ruffle floral print georgette blouse,54.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,Fall Winter,,MACHINE WASH,Blue,3,1,1,1
CL0095195,Floral print georgette smocked dress,99.95,Dress,Georgette,eshakti,WOVEN,Fit-and-flare,Fall Winter,Floral,MACHINE WASH,Blue,12,3,5,4
CL0095444,Floral print georgette A-line shirtdress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,Fall Winter,Floral,MACHINE WASH,Navy,87,26,43,18
CL0095831,Floral print georgette trapeze shirtdress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,Fall Winter,Floral,MACHINE WASH,Black,11,3,7,1
CL0096183,Smocked empire floral print georgette dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,7,1,4,2
CL0096181,Pintuck pleat floral print georgette shirtdress,64.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,,Floral,MACHINE WASH,Pink,5,2,3,0
CL0096186,Ruffle layer floral print georgette surplice dress,59.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,6,3,1,2
CL0096192,Pintuck pleat floral print georgette shirtdress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,,Floral,MACHINE WASH,Green,3,0,3,0
CL0096176,Paisley print georgette ruched blouse,99.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Green,33,12,8,13
CL0096174,Paisley print georgette trapeze shirtdress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,,Floral,MACHINE WASH,Green,5,1,2,2
CL0096193,Smocked bib front polka dot print georgette dress,64.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Navy,6,2,3,1
CL0096197,Floral print georgette smocked peplum top,49.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Black,2,1,0,1
CL0096206,Floral print georgette banded empire dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Brown,16,6,4,6
CL0096264,Smocked ruffle heart print georgette blouse,74.95,Top,Georgette,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Black,6,2,3,1
CL0096303,Floral print georgette banded empire dress,64.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,6,4,1,1
CL0096304,Pintuck pleat floral print georgette shirtdress,59.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,,Floral,MACHINE WASH,Red,12,6,3,3
CL0096537,Tie neck floral print georgette elastic waist dres,67.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Black,2,0,0,2
CL0096645,Surplice floral print georgette vented dress,89.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Red,4,2,1,1
CL0096661,Floral print georgette ruched tier dress,99.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Beige,10,4,4,2
CL0096717,One-shoulder floral print georgette pleat waist dr,119.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Red,4,1,3,0
CL0097237,Swiss dot georgette elastic smocked waist dress,79.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,6,0,4,2
CL0097367,Swiss dot georgette ruffle shirt,54.95,Top,Georgette,Zapelle,WOVEN,,,,MACHINE WASH,Off-white,2,0,1,1
CL0097427,Swiss dot georgette tiered dress,59.95,Dress,Georgette,WAYWARD FANCIES,WOVEN,Shirtdress,,,MACHINE WASH,Black,20,0,7,13
CL0083361,Distressed satin tunic shirt,44.95,Top,Polyester,Zapelle,WOVEN,,,,MACHINE WASH,Yellow,2,0,1,1
CL0095627,High waisted linen wide leg pants,89.95,Pant,100% Linen,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,White,25,4,13,8
CL0095631,Linen crease front palazzo pants,89.95,Pant,100% Linen,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Beige,5,5,0,0
CL0097152,Graphic print linen ruffle flounce skirt,74.95,Skirt,100% Linen,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Green,6,0,5,1
CL0097377,Graphic print linen sheath shirtdress,99.95,Dress,100% Linen,WAYWARD FANCIES,WOVEN,Shirtdress,,Graphic,MACHINE WASH,Green,6,0,1,5
CL0097345,Faux-button front linen skirt,89.95,Skirt,100% Linen,Zapelle,WOVEN,,,,MACHINE WASH,White,19,0,6,13
CL0097389,Elastic waist linen palazzo pants,89.95,Pant,100% Linen,Zapelle,WOVEN,,,,MACHINE WASH,White,28,0,8,20
CL0097420,Release pleat easy linen tunic,54.95,Top,100% Linen,Zapelle,WOVEN,,,,MACHINE WASH,Green,34,0,10,24
CL0097567,Pintuck pleat bib-front linen shirt,49.95,Top,100% Linen,Zapelle,WOVEN,,,,MACHINE WASH,Red,12,0,0,12
CL0097620,Lace trim linen midi dress,79.95,Dress,100% Linen,Zapelle,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,15,0,0,15
CL0097622,Button front linen waistcoat,59.95,Jacket,100% Linen,Zapelle,KNITS,,,,DRY CLEAN,Pink,6,0,0,6
CL0097647,Release pleat linen mini skirt,64.95,Skirt,100% Linen,Zapelle,WOVEN,,,,MACHINE WASH,Pink,3,0,0,3
CL0097518,Linen long tunic shirt dress,86.45,Dress,100% Linen,Zapelle,WOVEN,Shirtdress,,,MACHINE WASH,Green,67,0,0,67
CL0097629,Floral graphic print linen wide leg pants,69.95,Pant,100% Linen,Zapelle,WOVEN,,,,MACHINE WASH,Green,5,0,0,5
CL0097513,Notch collar linen sash-tie shirt,59.95,Top,100% Linen,Zapelle,WOVEN,,,,MACHINE WASH,Green,15,0,0,15
CL0097633,Cutout back linen slip dress,79.95,Dress,100% Linen,Zapelle,WOVEN,Sheath,,,MACHINE WASH,Pink,2,0,0,2
CL0085993,Elastic waist ponte knit pants,89.95,Pant,Ponte Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,8,3,2,3
CL0094829,Vented boot-cut ponte knit pants,89.95,Pant,Ponte Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,9,1,4,4
CL0095698,Wide-leg ponte knit pants,89.95,Pant,Ponte Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,31,10,16,5
CL0096026,Ponte knit wide leg pants,89.95,Pant,Ponte Knit,Zapelle,KNITS,,,,MACHINE WASH,Black,20,4,9,7
CL0096031,Metal zip back ponte knit dress,89.95,Dress,Ponte Knit,eshakti,KNITS,Fit-and-flare,,,MACHINE WASH,Black,2,1,1,0
CL0096059,Gold-tone button ponte knit skirt,79.95,Skirt,Ponte Knit,Zapelle,KNITS,,,,MACHINE WASH,Navy,13,2,4,7
CL0097793,Ponte knit vented zip midi skirt,59.95,Skirt,Ponte Knit,Zapelle,KNITS,,,,MACHINE WASH,Black,1,0,0,1
CL0097851,Ponte knit sheath dress,69.95,Dress,Ponte Knit,Zapelle,KNITS,Sheath,,,hand wash,Black,2,0,0,2
CL0092657,Pintuck pleat bib-front pomegranate print cotton d,69.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,,Sale,,MACHINE WASH,Off-white,2,0,2,0
CL0095782,Contrast collar cotton twill check shirt,42.95,Top,100% Cotton,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Red,5,2,1,2
CL0096364,Floral hand block print cotton banded empire dress,76.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Pink,25,22,2,1
CL0096368,Floral hand block print cotton empire tiered dress,67.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,26,11,10,5
CL0096389,Floral hand block print cotton ruffle flounce dres,74.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shirtdress,,Floral,MACHINE WASH,Green,2,2,0,0
CL0096414,Floral hand block print cotton elastic waist peplu,42.95,Top,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Off-white,3,1,1,1
CL0096450,Pintuck bib-front floral hand block print cotton d,67.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Yellow,34,27,7,0
CL0096431,Lace trim floral hand block print cotton shirt,69.95,Top,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Pink,2,0,0,2
CL0096510,Stripe cotton belted shift shirtdress,79.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,Stripes,MACHINE WASH,Brown,1,0,0,1
CL0096543,Floral hand block print godet inset dress,64.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shift,Sale,Floral,MACHINE WASH,Gray,1,1,0,0
CL0096639,Pleat front cotton twill check shirtdress,79.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,,MACHINE WASH,Green,12,3,3,6
CL0096759,Floral hand block print cotton asymmetric tier dre,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shift,Sale,Floral,MACHINE WASH,Gray,11,11,0,0
CL0096781,Floral hand block print cotton wrap dress,59.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Off-white,7,7,0,0
CL0096783,Floral hand block print cotton smocked dress,59.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,17,9,8,0
CL0096782,Floral hand block print cotton banded empire dress,62.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Green,38,18,20,0
CL0096785,Pintuck bib-front floral hand block print cotton d,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Orange,49,27,18,4
CL0096856,Tie waist stripe cotton vented A-line dress,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shirtdress,,Stripes,MACHINE WASH,Gray,20,7,8,5
CL0096835,Light pinstripe cotton twill shirt,69.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Blue,12,3,4,5
CL0096843,Release pleat seersucker stripe cotton tunic,69.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Red,73,30,30,13
CL0096916,Cotton dobby check shirtdress,59.95,Dress,100% Cotton,eshakti,WOVEN,Fit-and-flare,,,MACHINE WASH,Blue,46,32,14,0
CL0096966,Pintuck pleat floral hand block print cotton peplu,69.95,Top,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Blue,35,26,7,2
CL0096976,Multi floral hand block print cotton asymmetric ti,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Red,41,9,25,7
CL0097019,Floral and bird print cotton tie-back shirtdress,89.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,Floral,MACHINE WASH,Green,67,22,37,8
CL0097009,Ruffle cascade floral hand block print cotton dres,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Blue,21,5,16,0
CL0097022,Floral hand block print cotton release pleat shift,69.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Pink,25,1,13,11
CL0097108,Floral embroidery hand block print cotton tunic,54.95,Top,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Blue,2,0,2,0
CL0097260,Puff sleeve seersucker check cotton smocked dress,59.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Violet,20,0,14,6
CL0097332,Ruffle floral hand block print cotton dress,59.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shift,,,MACHINE WASH,Blue,8,0,3,5
CL0097340,Fern print cotton ruched empire dress,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,46,0,34,12
CL0097338,Double gauze cotton wide leg pants,39.95,Pant,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Blue,50,0,29,21
CL0097298,Dolman sleeve double gauze cotton shirt,34.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Blue,29,0,19,10
CL0097341,Pintuck pleat floral embroidery cotton dress,99.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,hand wash,White,29,0,8,21
CL0097348,Double gauze cotton high-low shirt,39.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Blue,23,0,15,8
CL0097344,Lace trim floral hand block print cotton dress,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shift,,Floral,MACHINE WASH,Green,21,0,12,9
CL0097351,Floral hand block print cotton smocked waist dress,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,hand wash,Yellow,5,0,3,2
CL0097359,Paisley scarf print cotton palazzo pants,44.95,Pant,100% Cotton,Zapelle,WOVEN,,,Graphic,MACHINE WASH,Brown,7,0,7,0
CL0097390,Pintuck pleat graphic hand block print cotton dres,84.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Green,19,0,11,8
CL0097357,Paisley scarf print cotton shirt,39.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Orange,6,0,6,0
CL0097407,Cutout back floral paisley hand block print cotton,81.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,24,0,20,4
CL0097492,Ruffle floral hand block print cotton dress,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Brown,19,0,4,15
CL0097545,Double gauze cotton smocked waist dress,59.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Off-white,24,0,0,24
CL0097544,Double gauze cotton ruched peplum shirt,69.95,Top,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Off-white,1,0,0,1
CL0097668,Dolman sleeve double gauze cotton shirt,49.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Blue,18,0,0,18
CL0097607,Double gauze cotton wide leg pants,59.95,Pant,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Brown,8,0,0,8
CL0097608,Dolman sleeve double gauze cotton shirt,59.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Brown,9,0,0,9
CL0097631,Floral hand block print cotton smocked waist dress,79.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Off-white,9,0,0,9
CL0097585,Double gauze cotton long tunic shirt dress,79.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,,MACHINE WASH,Brown,9,0,0,9
CL0097612,Floral graphic hand block print cotton ruffle flou,84.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Blue,18,0,0,18
CL0097714,Seersucker gingham check cotton ruched tier dress,89.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shirtdress,,,MACHINE WASH,Black,38,0,0,38
CL0097713,Stripe cotton surplice belted dress,77.45,Dress,100% Cotton,Zapelle,WOVEN,Fit-and-flare,,Stripes,MACHINE WASH,Brown,41,0,0,41
CL0097693,Dolman sleeve graphic floral print cotton shirt,49.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Gray,5,0,0,5
CL0097694,Double gauze cotton surplice jumpsuit,69.95,Jumpsuit,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Brown,3,0,0,3
CL0097698,Pintuck pleat floral hand block print cotton peplu,69.95,Top,100% Cotton,WAYWARD FANCIES,WOVEN,,,,MACHINE WASH,Yellow,23,0,0,23
CL0097642,Bow-tie stripe cotton twill shirt,64.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Blue,2,0,0,2
CL0097765,Double gauze cotton high-low shirt,69.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Blue,4,0,0,4
CL0097677,Ruffle frill floral hand block print cotton tiered,69.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,Green,12,0,0,12
CL0097701,Cutout back paisley hand block print cotton empire,89.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Fit-and-flare,,Floral,MACHINE WASH,White,9,0,0,9
CL0097741,Dot print oxford cotton ruched tier dress,74.95,Dress,100% Cotton,WAYWARD FANCIES,WOVEN,Shirtdress,,,MACHINE WASH,Blue,21,0,0,21
CL0097723,Stripe cotton high-low shirt,89.95,Top,100% Cotton,Zapelle,WOVEN,,,,MACHINE WASH,Brown,3,0,0,3
CL0097758,Double gauze cotton drawstring dress,99.95,Dress,100% Cotton,Zapelle,WOVEN,Fit-and-flare,,,MACHINE WASH,Brown,13,0,0,13
CL0097719,Stripe cotton belted shift shirtdress,69.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,Stripes,MACHINE WASH,Green,6,0,0,6
CL0097832,Double gauze cotton ruched tier dress,69.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,,MACHINE WASH,Red,2,0,0,2
CL0097838,Double gauze cotton high-low shirtdress,67.95,Dress,100% Cotton,Zapelle,WOVEN,Shirtdress,,,MACHINE WASH,Black,9,0,0,9
CL0086540,Crepe cape sleeve jersey knit blouse,42.95,Top,Jersey Knit,Zapelle,WOVEN,,Fall Winter,,MACHINE WASH,Black,23,8,7,8
CL0087987,Jersey knit wrap top,59.95,Top,Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,23,8,10,5
CL0089021,Draped pleat jersey knit shift dress,56.95,Dress,Jersey Knit,Zapelle,KNITS,Shift,Fall Winter,,MACHINE WASH,Navy,2,1,0,1
CL0090357,Draped pleat front jersey knit top,29.95,Top,Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,39,15,21,3
CL0094286,Tie waist jersey top,49.95,Top,Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,2,2,0,0
CL0094419,Crossed tie neck jersey knit top,69.95,Top,Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,4,2,0,2
CL0095088,Tie waist jersey knit dress,62.95,Dress,Jersey Knit,Zapelle,KNITS,Shift,Fall Winter,,MACHINE WASH,Navy,4,1,3,0
CL0095528,Ruffle flounce jersey knit sash-tie shirtdress,54.95,Dress,Jersey Knit,WAYWARD FANCIES,WOVEN,Shirtdress,Fall Winter,,MACHINE WASH,Purple,7,2,3,2
CL0095560,High neck jersey knit A-line dress,69.95,Dress,Jersey Knit,eshakti,KNITS,Fit-and-flare,Fall Winter,,hand wash,Black,14,8,1,5
CL0095650,Pleat waist jersey knit palazzo jumpsuit,89.95,Jumpsuit,Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Navy,5,3,1,1
CL0095909,Asymmetric surplice jersey knit top,69.95,Top,Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Green,10,10,0,0
CL0095935,Pleat waist jersey knit palazzo jumpsuit,81.95,Jumpsuit,Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Black,122,34,57,31
CL0095937,Pleat waist jersey knit palazzo jumpsuit,89.95,Jumpsuit,Jersey Knit,Zapelle,KNITS,,Fall Winter,,MACHINE WASH,Green,12,12,0,0
CL0096097,Soft jersey surplice empire dress,69.95,Dress,Jersey Knit,eshakti,KNITS,Fit-and-flare,,,hand wash,Blue,1,1,0,0
CL0096259,Draped pleat jersey knit dress,99.95,Dress,Jersey Knit,Zapelle,KNITS,Fit-and-flare,Sale,,hand wash,Green,6,2,0,4
CL0096353,Pleat waist rayon jersey palazzo jumpsuit,89.95,Jumpsuit,Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Blue,1,0,1,0
CL0097656,Draped pleat front jersey knit top,69.95,Top,Jersey Knit,Zapelle,KNITS,,,,MACHINE WASH,Black,1,0,0,1
CL0097594,Ruched side seam jersey knit sheath dress,64.95,Dress,Jersey Knit,Zapelle,KNITS,Sheath,,,MACHINE WASH,Red,4,0,0,4
CL0096690,Puff sleeve viscose linen smocked dress,56.95,Dress,Linen Blend,WAYWARD FANCIES,WOVEN,Fit-and-flare,,,MACHINE WASH,Brown,20,20,0,0
CL0096895,Surplice viscose linen belted jumpsuit,59.95,Jumpsuit,Linen Blend,Zapelle,WOVEN,,,,hand wash,Green,11,4,4,3
CL0097464,Puff sleeve viscose linen peplum blouse,89.95,Top,Linen Blend,Zapelle,WOVEN,,,,hand wash,Green,30,0,9,21
CL0097497,Viscose linen wide leg pants,54.95,Pant,Linen Blend,Zapelle,WOVEN,,,,MACHINE WASH,Green,14,0,0,14
CL0097294,Tie back cotton blend wrap top,69.95,Top,Cotton Blend,Zapelle,WOVEN,,,,MACHINE WASH,White,10,0,4,6
CL0097606,Dolman sleeve floral graphic print cotton blend wr,69.95,Dress,Cotton Blend,eshakti,WOVEN,Fit-and-flare,,Graphic,hand wash,Blue,6,0,0,6
CL0097709,Pintuck pleat graphic print cotton blend dress,89.95,Dress,Cotton Blend,eshakti,WOVEN,Fit-and-flare,,Graphic,MACHINE WASH,Brown,4,0,0,4
CL0096459,Stripe cotton linen shirt,46.95,Top,Cotton Linen,Zapelle,WOVEN,,,,MACHINE WASH,White,17,4,12,1
CL0096494,Stripe cotton linen shift dress,56.95,Dress,Cotton Linen,Zapelle,WOVEN,Shirtdress,Sale,Stripes,MACHINE WASH,Pink,22,16,6,0
CL0096486,Stripe print cotton linen shirt,79.95,Top,Cotton Linen,Zapelle,WOVEN,,,,MACHINE WASH,Navy,20,13,4,3
CL0096506,Cotton linen high-low tunic,42.95,Top,Cotton Linen,Zapelle,WOVEN,,,,MACHINE WASH,Blue,5,5,0,0
CL0096564,Cotton linen tunic shirt,42.95,Top,Cotton Linen,Zapelle,WOVEN,,,,MACHINE WASH,Black,9,5,1,3
CL0096566,Pintuck pleat cotton linen shift dress,64.95,Dress,Cotton Linen,Zapelle,WOVEN,Shift,,,MACHINE WASH,Pink,27,14,13,0
CL0096679,Tie waist cotton linen vented A-line dress,67.95,Dress,Cotton Linen,Zapelle,WOVEN,Shirtdress,Sale,,MACHINE WASH,Blue,14,11,3,0
CL0096686,Release pleat easy cotton linen tunic,39.95,Top,Cotton Linen,Zapelle,WOVEN,,,,MACHINE WASH,Blue,50,50,0,0
CL0096641,Cotton linen pleated slip dress,59.95,Dress,Cotton Linen,Zapelle,WOVEN,Shift,,,MACHINE WASH,Black,24,12,8,4
CL0096706,Pintuck pleat cotton linen elastic tiered dress,62.95,Dress,Cotton Linen,WAYWARD FANCIES,WOVEN,Shift,Sale,,MACHINE WASH,Brown,10,9,1,0
